ticket_id,created_at,priority,category,assignment_group,region,channel,service,resolution_minutes,sla_target_minutes,sla_breached,reopened,csat_score,in_change_window
INC25031009368,2025-03-10T01:43,P4,Network,ServiceDesk-B,APAC,Portal,VPN,5459,5760,0,0,4.1,0
INC25040409369,2025-04-04T00:58,P3,Hardware,ServiceDesk-A,UK,Phone,Laptop,3245,2880,1,0,3.3,0
INC25031309370,2025-03-13T23:38,P4,Access,Networks,UK,Phone,VPN,4283,5760,0,0,5.0,1
INC25041509371,2025-04-15T00:32,P3,Hardware,ServiceDesk-B,UK,Phone,Laptop,2122,2880,0,0,3.7,0
INC25052709372,2025-05-27T22:20,P3,Network,ServiceDesk-A,EU,Portal,IAM,4321,2880,1,0,3.1,0
INC25050409373,2025-05-04T04:38,P3,Email,ServiceDesk-A,UK,Phone,WiFi,3472,2880,1,0,2.7,0
INC25053009374,2025-05-30T13:51,P3,Other,Networks,US,Portal,VPN,3963,2880,1,0,2.8,0
INC25030509375,2025-03-05T16:24,P3,Access,MajorIncident,APAC,Phone,WiFi,1724,2880,0,0,2.8,0
INC25062709376,2025-06-27T04:04,P3,Hardware,ServiceDesk-A,APAC,Portal,VPN,2329,2880,0,0,4.2,0
INC25031709377,2025-03-17T09:16,P1,Access,ServiceDesk-A,UK,Portal,Salesforce,251,240,1,0,3.7,0
INC25050209378,2025-05-02T09:25,P2,Account,MajorIncident,UK,Chat,Laptop,590,960,0,0,4.5,0
INC25061009379,2025-06-10T18:12,P3,Software,SecurityOps,APAC,Chat,M365,2980,2880,1,0,2.4,0
INC25062209380,2025-06-22T14:47,P2,Network,SecurityOps,US,Portal,WiFi,1239,960,1,1,3.1,0
INC25031209381,2025-03-12T00:44,P1,Software,EUCP,UK,Phone,M365,261,240,1,0,3.9,0
INC25040809382,2025-04-08T14:59,P3,Software,Apps,US,Portal,IAM,3297,2880,1,0,3.8,0
INC25021109383,2025-02-11T18:02,P3,Access,ServiceDesk-B,EU,Portal,Intranet,3323,2880,1,0,3.3,0
INC25041009384,2025-04-10T21:24,P3,Network,EUCP,UK,Email,IAM,2964,2880,1,0,3.1,1
INC25041109385,2025-04-11T16:13,P3,Network,SecurityOps,EU,Chat,WiFi,2459,2880,0,1,3.4,0
INC25020609386,2025-02-06T10:03,P4,Account,Apps,UK,Email,M365,7447,5760,1,0,3.2,0
INC25061909387,2025-06-19T17:06,P3,Security,Apps,UK,Portal,M365,4963,2880,1,0,3.5,0
INC25031009388,2025-03-10T13:25,P4,Other,Apps,UK,Email,Printing,5367,5760,0,0,4.9,0
INC25031009389,2025-03-10T03:36,P3,Email,FieldSupport,UK,Portal,Intranet,3153,2880,1,0,3.1,0
INC25042709390,2025-04-27T23:14,P3,Account,ServiceDesk-A,EU,Email,Laptop,2338,2880,0,0,3.4,0
INC25051409391,2025-05-14T08:52,P2,Account,ServiceDesk-A,UK,Portal,SIEM,691,960,0,0,3.7,0
INC25022809392,2025-02-28T03:45,P3,Network,ServiceDesk-A,UK,Portal,Laptop,5639,2880,1,1,4.3,0
INC25020109393,2025-02-01T03:36,P4,Hardware,FieldSupport,US,Portal,Laptop,7364,5760,1,0,2.6,0
INC25052909394,2025-05-29T18:44,P3,Security,ServiceDesk-A,UK,Monitoring,Intranet,2674,2880,0,0,4.9,0
INC25011509395,2025-01-15T11:49,P4,Account,Apps,US,Monitoring,M365,9425,5760,1,0,3.8,0
INC25062109396,2025-06-21T09:58,P3,Other,Apps,UK,Email,M365,4248,2880,1,0,3.4,0
INC25030909397,2025-03-09T17:31,P3,Hardware,ServiceDesk-A,UK,Portal,WiFi,2154,2880,0,0,4.4,0
INC25061609398,2025-06-16T01:41,P3,Software,ServiceDesk-B,APAC,Portal,Salesforce,4106,2880,1,1,2.4,0
INC25062809399,2025-06-28T10:34,P3,Access,ServiceDesk-A,UK,Chat,M365,1640,2880,0,0,5.0,0
INC25032509400,2025-03-25T13:16,P2,Software,FieldSupport,UK,Phone,SAP,969,960,1,0,2.5,0
INC25042209401,2025-04-22T07:20,P4,Other,EUCP,EU,Portal,Printing,9810,5760,1,1,4.0,0
INC25061309402,2025-06-13T06:53,P1,Security,EUCP,UK,Portal,IAM,334,240,1,0,3.4,0
INC25021409403,2025-02-14T22:15,P2,Account,FieldSupport,UK,Portal,Salesforce,878,960,0,1,4.0,0
INC25062809404,2025-06-28T06:22,P4,Other,MajorIncident,US,Phone,Intranet,5284,5760,0,0,4.0,0
INC25032209405,2025-03-22T17:12,P2,Software,ServiceDesk-A,UK,Phone,M365,719,960,0,0,3.6,0
INC25012709406,2025-01-27T15:52,P4,Access,ServiceDesk-A,UK,Email,SAP,3884,5760,0,0,4.9,0
INC25052909407,2025-05-29T22:20,P4,Email,ServiceDesk-A,US,Monitoring,Salesforce,5514,5760,0,0,3.9,1
INC25020509408,2025-02-05T04:31,P3,Software,ServiceDesk-B,US,Email,M365,2522,2880,0,0,4.0,0
INC25041609409,2025-04-16T23:18,P3,Access,EUCP,UK,Phone,SAP,2682,2880,0,0,5.0,1
INC25061109410,2025-06-11T19:59,P4,Software,ServiceDesk-A,EU,Chat,M365,5606,5760,0,0,4.6,0
INC25052009411,2025-05-20T02:45,P4,Network,Networks,UK,Monitoring,Salesforce,9892,5760,1,0,4.0,0
INC25031009412,2025-03-10T20:36,P4,Hardware,ServiceDesk-A,EU,Portal,SIEM,4360,5760,0,0,4.7,0
INC25050709413,2025-05-07T17:31,P4,Network,FieldSupport,UK,Portal,Laptop,7060,5760,1,0,4.1,0
INC25022209414,2025-02-22T11:42,P3,Access,ServiceDesk-A,EU,Portal,IAM,1741,2880,0,0,3.0,0
INC25030209415,2025-03-02T09:05,P3,Other,ServiceDesk-A,UK,Phone,Laptop,1971,2880,0,0,4.4,0
INC25052909416,2025-05-29T05:55,P1,Access,EUCP,UK,Phone,IAM,231,240,0,0,4.9,0
INC25020909417,2025-02-09T22:58,P3,Software,FieldSupport,UK,Chat,SAP,3159,2880,1,0,2.0,0
INC25051809418,2025-05-18T15:45,P3,Other,FieldSupport,EU,Portal,Intranet,4910,2880,1,0,1.6,0
INC25020609419,2025-02-06T12:34,P3,Account,ServiceDesk-B,EU,Email,Laptop,1546,2880,0,0,4.5,0
INC25012709420,2025-01-27T01:15,P4,Software,ServiceDesk-B,UK,Email,M365,5440,5760,0,0,5.0,0
INC25022409421,2025-02-24T16:16,P1,Software,EUCP,EU,Email,WiFi,200,240,0,0,4.6,0
INC25060709422,2025-06-07T17:31,P4,Security,EUCP,UK,Phone,WiFi,7311,5760,1,0,3.8,0
INC25011009423,2025-01-10T22:58,P3,Email,ServiceDesk-B,APAC,Portal,Intranet,2171,2880,0,0,5.0,0
INC25010309424,2025-01-03T22:05,P4,Network,FieldSupport,UK,Chat,IAM,5499,5760,0,0,5.0,0
INC25012509425,2025-01-25T06:16,P4,Account,SecurityOps,EU,Phone,Salesforce,4211,5760,0,0,4.3,0
INC25021309426,2025-02-13T23:46,P4,Access,Apps,UK,Email,WiFi,9277,5760,1,0,3.6,1
INC25062309427,2025-06-23T05:00,P3,Software,FieldSupport,UK,Portal,Laptop,5959,2880,1,0,3.6,0
INC25060809428,2025-06-08T14:43,P3,Other,SecurityOps,EU,Chat,Laptop,3755,2880,1,0,3.1,0
INC25042809429,2025-04-28T00:16,P4,Account,ServiceDesk-B,UK,Portal,VPN,5126,5760,0,0,4.2,0
INC25032009430,2025-03-20T06:28,P3,Access,SecurityOps,UK,Monitoring,M365,2954,2880,1,0,2.3,0
INC25041209431,2025-04-12T12:07,P3,Access,Apps,EU,Phone,M365,4038,2880,1,0,1.8,0
INC25021809432,2025-02-18T20:42,P3,Software,Networks,UK,Chat,SIEM,2285,2880,0,0,4.0,0
INC25030709433,2025-03-07T00:42,P3,Account,SecurityOps,US,Chat,M365,1613,2880,0,0,4.8,0
INC25060109434,2025-06-01T16:01,P4,Hardware,Networks,UK,Phone,Printing,5254,5760,0,0,3.5,0
INC25012709435,2025-01-27T20:24,P3,Network,Apps,EU,Portal,Intranet,3783,2880,1,1,3.2,0
INC25033009436,2025-03-30T12:13,P3,Other,ServiceDesk-A,UK,Email,SIEM,2706,2880,0,0,2.9,0
INC25031009437,2025-03-10T03:50,P4,Access,ServiceDesk-B,EU,Portal,IAM,3655,5760,0,0,3.3,0
INC25041009438,2025-04-10T16:44,P3,Hardware,EUCP,EU,Email,Printing,2734,2880,0,0,3.8,0
INC25022409439,2025-02-24T12:45,P4,Email,ServiceDesk-A,EU,Phone,Laptop,5770,5760,1,1,2.8,0
INC25040409440,2025-04-04T10:28,P2,Email,ServiceDesk-A,EU,Portal,VPN,507,960,0,0,4.3,0
INC25022609441,2025-02-26T03:53,P4,Email,ServiceDesk-A,APAC,Portal,M365,7541,5760,1,0,4.1,0
INC25042809442,2025-04-28T13:49,P4,Network,Apps,UK,Portal,M365,6521,5760,1,0,4.0,0
INC25031609443,2025-03-16T14:25,P4,Access,Networks,UK,Portal,VPN,6121,5760,1,0,4.7,0
INC25033109444,2025-03-31T02:59,P1,Network,Networks,EU,Phone,SAP,232,240,0,0,4.1,0
INC25051609445,2025-05-16T18:43,P2,Access,ServiceDesk-A,UK,Portal,Intranet,445,960,0,0,4.5,0
INC25040709446,2025-04-07T02:22,P4,Network,EUCP,EU,Portal,SAP,5947,5760,1,0,3.9,0
INC25031209447,2025-03-12T14:50,P4,Network,Networks,EU,Portal,Intranet,8153,5760,1,1,3.3,0
INC25060709448,2025-06-07T21:09,P4,Email,EUCP,US,Portal,Printing,8900,5760,1,0,2.8,0
INC25031309449,2025-03-13T22:55,P2,Network,SecurityOps,UK,Phone,Laptop,1340,960,1,0,4.8,1
INC25051509450,2025-05-15T01:00,P4,Security,FieldSupport,UK,Portal,IAM,13538,5760,1,0,2.7,0
INC25021609451,2025-02-16T02:10,P4,Security,ServiceDesk-A,APAC,Email,M365,11725,5760,1,0,3.1,0
INC25030209452,2025-03-02T06:48,P2,Security,FieldSupport,US,Chat,VPN,1121,960,1,1,2.7,0
INC25061409453,2025-06-14T14:23,P3,Access,Apps,UK,Email,WiFi,2768,2880,0,0,3.2,0
INC25010809454,2025-01-08T03:37,P4,Access,ServiceDesk-B,US,Portal,M365,3437,5760,0,0,4.6,0
INC25032909455,2025-03-29T14:02,P3,Software,ServiceDesk-B,EU,Portal,WiFi,3338,2880,1,0,1.8,0
INC25061909456,2025-06-19T18:50,P4,Email,ServiceDesk-A,US,Portal,Printing,6730,5760,1,0,4.9,0
INC25011009457,2025-01-10T06:24,P3,Other,MajorIncident,UK,Portal,M365,2381,2880,0,0,4.4,0
INC25052509458,2025-05-25T09:59,P3,Access,Networks,APAC,Phone,SIEM,1985,2880,0,0,5.0,0
INC25061009459,2025-06-10T20:17,P3,Access,FieldSupport,APAC,Email,Salesforce,3362,2880,1,0,2.0,0
INC25052609460,2025-05-26T23:33,P3,Access,ServiceDesk-B,EU,Phone,Laptop,3320,2880,1,0,3.6,0
INC25041909461,2025-04-19T04:34,P3,Security,ServiceDesk-B,UK,Monitoring,VPN,6110,2880,1,0,4.6,0
INC25061409462,2025-06-14T17:07,P3,Network,ServiceDesk-A,UK,Phone,VPN,3220,2880,1,0,4.1,0
INC25062509463,2025-06-25T04:05,P3,Access,Networks,UK,Portal,Salesforce,3235,2880,1,0,3.0,0
INC25051809464,2025-05-18T21:19,P3,Email,Apps,EU,Phone,SAP,3516,2880,1,0,4.4,0
INC25020209465,2025-02-02T16:42,P3,Software,EUCP,UK,Portal,SAP,1538,2880,0,0,4.4,0
INC25032109466,2025-03-21T15:38,P4,Access,ServiceDesk-A,EU,Email,WiFi,4597,5760,0,0,4.4,0
INC25042809467,2025-04-28T23:09,P4,Access,Apps,US,Email,IAM,3378,5760,0,0,4.9,0
INC25052809468,2025-05-28T19:00,P3,Other,Networks,APAC,Phone,M365,1881,2880,0,0,4.4,0
INC25030509469,2025-03-05T19:41,P4,Software,EUCP,UK,Chat,Laptop,2406,5760,0,0,4.8,0
INC25011909470,2025-01-19T20:14,P3,Network,ServiceDesk-B,UK,Portal,Salesforce,3388,2880,1,0,3.1,0
INC25060609471,2025-06-06T06:20,P3,Account,Networks,UK,Portal,Printing,3338,2880,1,0,2.7,0
INC25033009472,2025-03-30T16:09,P3,Security,EUCP,EU,Email,SIEM,3228,2880,1,0,3.8,0
INC25041409473,2025-04-14T13:39,P4,Hardware,Apps,APAC,Phone,M365,12575,5760,1,0,2.7,0
INC25010709474,2025-01-07T22:56,P3,Email,Networks,UK,Chat,VPN,2324,2880,0,0,3.2,0
INC25053009475,2025-05-30T07:01,P2,Software,FieldSupport,UK,Chat,Printing,414,960,0,0,2.8,0
INC25012509476,2025-01-25T08:08,P3,Email,ServiceDesk-A,UK,Phone,WiFi,2196,2880,0,0,4.5,0
INC25050609477,2025-05-06T05:41,P2,Account,ServiceDesk-A,UK,Portal,SIEM,667,960,0,0,3.2,0
INC25060809478,2025-06-08T20:20,P3,Security,ServiceDesk-A,UK,Portal,Printing,2830,2880,0,1,3.1,0
INC25021609479,2025-02-16T09:10,P3,Network,Apps,UK,Portal,WiFi,1754,2880,0,0,5.0,0
INC25062109480,2025-06-21T01:51,P4,Network,ServiceDesk-A,UK,Portal,WiFi,7427,5760,1,0,3.8,0
INC25011109481,2025-01-11T00:19,P4,Other,FieldSupport,EU,Email,VPN,7489,5760,1,0,4.9,0
INC25051009482,2025-05-10T08:19,P3,Account,Networks,UK,Chat,Salesforce,2372,2880,0,0,3.5,0
INC25042709483,2025-04-27T13:10,P3,Software,ServiceDesk-B,EU,Email,M365,4347,2880,1,0,4.2,0
INC25040809484,2025-04-08T20:39,P2,Access,Apps,EU,Email,M365,1006,960,1,0,4.4,0
INC25051709485,2025-05-17T04:42,P4,Hardware,ServiceDesk-A,EU,Phone,WiFi,4723,5760,0,0,3.2,0
INC25020109486,2025-02-01T00:49,P4,Hardware,Networks,EU,Portal,Intranet,12237,5760,1,0,3.0,0
INC25062609487,2025-06-26T20:20,P4,Email,MajorIncident,US,Email,WiFi,3242,5760,0,0,5.0,1
INC25061709488,2025-06-17T16:14,P3,Access,EUCP,UK,Email,VPN,3270,2880,1,0,3.3,0
INC25051709489,2025-05-17T03:08,P4,Hardware,FieldSupport,US,Portal,WiFi,12053,5760,1,0,3.8,0
INC25041909490,2025-04-19T19:20,P3,Hardware,Networks,EU,Email,VPN,1740,2880,0,0,3.7,0
INC25032509491,2025-03-25T00:31,P3,Access,ServiceDesk-A,UK,Chat,Salesforce,3309,2880,1,0,2.5,0
INC25040909492,2025-04-09T06:48,P4,Other,Apps,UK,Email,VPN,6738,5760,1,0,2.7,0
INC25010909493,2025-01-09T13:01,P3,Network,EUCP,EU,Chat,Laptop,2965,2880,1,0,2.7,0
INC25050709494,2025-05-07T07:35,P1,Security,Apps,UK,Email,VPN,348,240,1,1,3.5,0
INC25030909495,2025-03-09T16:38,P3,Security,ServiceDesk-B,UK,Monitoring,M365,3411,2880,1,0,2.8,0
INC25061309496,2025-06-13T13:35,P2,Other,ServiceDesk-A,UK,Chat,SIEM,713,960,0,0,3.9,0
INC25012209497,2025-01-22T13:13,P3,Hardware,ServiceDesk-B,EU,Email,Printing,3761,2880,1,0,3.1,0
INC25042409498,2025-04-24T18:11,P4,Hardware,ServiceDesk-B,EU,Portal,WiFi,6182,5760,1,0,4.2,0
INC25060309499,2025-06-03T00:10,P3,Network,Apps,UK,Phone,IAM,6499,2880,1,0,4.1,0
INC25020709500,2025-02-07T16:58,P4,Email,SecurityOps,EU,Portal,Salesforce,5164,5760,0,0,4.4,0
INC25011809501,2025-01-18T20:06,P3,Security,SecurityOps,UK,Portal,Laptop,4302,2880,1,0,3.0,0
INC25040409502,2025-04-04T18:46,P4,Hardware,ServiceDesk-B,UK,Portal,WiFi,6127,5760,1,0,2.8,0
INC25061109503,2025-06-11T21:47,P4,Email,ServiceDesk-A,UK,Monitoring,Intranet,3008,5760,0,0,4.7,1
INC25060909504,2025-06-09T05:08,P3,Software,Networks,UK,Email,Laptop,8340,2880,1,0,3.3,0
INC25020209505,2025-02-02T10:54,P4,Hardware,ServiceDesk-A,US,Portal,M365,4894,5760,0,0,4.1,0
INC25031909506,2025-03-19T20:13,P2,Access,Apps,US,Phone,Laptop,765,960,0,0,3.7,1
INC25021309507,2025-02-13T23:58,P4,Access,FieldSupport,US,Email,M365,6332,5760,1,0,3.4,1
INC25021609508,2025-02-16T01:45,P3,Email,ServiceDesk-A,UK,Portal,Printing,2110,2880,0,0,4.4,0
INC25042509509,2025-04-25T07:31,P4,Hardware,Apps,UK,Portal,SAP,6682,5760,1,0,2.9,0
INC25041409510,2025-04-14T20:18,P3,Network,ServiceDesk-A,UK,Phone,Laptop,6282,2880,1,0,4.2,0
INC25011909511,2025-01-19T15:38,P3,Security,FieldSupport,UK,Portal,VPN,5095,2880,1,0,3.5,0
INC25020809512,2025-02-08T06:12,P3,Account,ServiceDesk-A,EU,Phone,IAM,1851,2880,0,0,5.0,0
INC25041309513,2025-04-13T11:42,P3,Access,FieldSupport,UK,Monitoring,IAM,3185,2880,1,0,3.1,0
INC25052709514,2025-05-27T06:59,P3,Hardware,SecurityOps,EU,Phone,M365,2492,2880,0,0,3.0,0
INC25042209515,2025-04-22T16:08,P2,Hardware,ServiceDesk-A,US,Email,M365,458,960,0,0,3.3,0
INC25050609516,2025-05-06T13:56,P3,Email,Networks,UK,Portal,Laptop,1852,2880,0,0,3.8,0
INC25051409517,2025-05-14T18:30,P4,Hardware,ServiceDesk-A,UK,Email,Salesforce,5852,5760,1,0,3.4,0
INC25021609518,2025-02-16T22:46,P1,Network,MajorIncident,UK,Portal,WiFi,161,240,0,0,3.8,0
INC25032709519,2025-03-27T01:00,P3,Network,ServiceDesk-A,UK,Portal,Salesforce,4142,2880,1,0,2.3,0
INC25022009520,2025-02-20T23:14,P4,Software,EUCP,UK,Portal,WiFi,4494,5760,0,0,3.7,1
INC25012609521,2025-01-26T06:11,P3,Access,Networks,EU,Phone,Salesforce,2856,2880,0,0,3.9,0
INC25032209522,2025-03-22T07:16,P4,Network,FieldSupport,UK,Email,Intranet,9549,5760,1,0,2.6,0
INC25022309523,2025-02-23T23:37,P4,Email,Networks,UK,Phone,Salesforce,5083,5760,0,0,3.7,0
INC25020409524,2025-02-04T09:24,P3,Access,MajorIncident,UK,Chat,Intranet,1805,2880,0,0,5.0,0
INC25011009525,2025-01-10T14:54,P4,Security,ServiceDesk-B,EU,Chat,Salesforce,5119,5760,0,0,4.3,0
INC25030409526,2025-03-04T11:28,P2,Security,SecurityOps,UK,Portal,Printing,375,960,0,0,3.7,0
INC25062709527,2025-06-27T21:40,P3,Email,SecurityOps,US,Phone,VPN,1814,2880,0,0,4.0,0
INC25011909528,2025-01-19T14:01,P4,Security,ServiceDesk-B,UK,Email,IAM,9295,5760,1,0,2.5,0
INC25051409529,2025-05-14T23:46,P4,Access,Networks,UK,Phone,IAM,6520,5760,1,0,4.8,1
INC25030209530,2025-03-02T11:55,P4,Access,SecurityOps,UK,Portal,Laptop,4418,5760,0,0,5.0,0
INC25032109531,2025-03-21T21:36,P3,Network,EUCP,APAC,Portal,SAP,3684,2880,1,0,4.6,0
INC25031309532,2025-03-13T18:54,P4,Other,SecurityOps,UK,Monitoring,VPN,5880,5760,1,1,3.7,0
INC25060609533,2025-06-06T14:42,P4,Email,MajorIncident,APAC,Email,IAM,2340,5760,0,0,4.9,0
INC25041609534,2025-04-16T13:04,P4,Hardware,FieldSupport,US,Phone,Laptop,10941,5760,1,0,4.3,0
INC25013009535,2025-01-30T04:27,P2,Software,EUCP,EU,Email,Intranet,590,960,0,0,4.5,0
INC25050209536,2025-05-02T07:59,P4,Email,ServiceDesk-B,US,Phone,WiFi,3024,5760,0,0,5.0,0
INC25012909537,2025-01-29T09:44,P4,Software,SecurityOps,EU,Email,IAM,6446,5760,1,0,3.2,0
INC25032509538,2025-03-25T04:51,P3,Email,Networks,EU,Portal,M365,1462,2880,0,0,4.3,0
INC25061509539,2025-06-15T14:00,P2,Email,Apps,EU,Portal,SAP,680,960,0,0,3.7,0
INC25020909540,2025-02-09T23:54,P4,Account,ServiceDesk-A,UK,Phone,M365,6440,5760,1,0,3.7,0
INC25032209541,2025-03-22T15:02,P4,Access,FieldSupport,UK,Phone,WiFi,4038,5760,0,0,4.0,0
INC25051509542,2025-05-15T13:17,P2,Network,Networks,UK,Phone,WiFi,949,960,0,0,4.4,0
INC25032809543,2025-03-28T21:45,P2,Software,ServiceDesk-A,US,Monitoring,Printing,573,960,0,0,4.5,0
INC25021309544,2025-02-13T14:51,P3,Account,ServiceDesk-A,UK,Monitoring,M365,1990,2880,0,0,4.1,0
INC25021109545,2025-02-11T17:01,P3,Network,Networks,UK,Portal,Intranet,2179,2880,0,0,3.6,0
INC25010309546,2025-01-03T12:04,P4,Hardware,FieldSupport,EU,Chat,M365,8654,5760,1,0,2.1,0
INC25011909547,2025-01-19T12:27,P3,Email,Networks,UK,Portal,Printing,2119,2880,0,0,5.0,0
INC25040809548,2025-04-08T04:09,P3,Network,Apps,US,Portal,M365,2285,2880,0,0,4.6,0
INC25053009549,2025-05-30T21:39,P3,Network,ServiceDesk-A,UK,Portal,VPN,3763,2880,1,0,2.3,0
INC25021809550,2025-02-18T04:34,P3,Security,Networks,APAC,Phone,IAM,5431,2880,1,0,2.6,0
INC25022409551,2025-02-24T14:18,P3,Network,ServiceDesk-A,UK,Email,SIEM,3192,2880,1,0,3.0,0
INC25050809552,2025-05-08T14:23,P4,Software,ServiceDesk-B,UK,Chat,IAM,4659,5760,0,0,4.3,0
INC25060209553,2025-06-02T22:11,P3,Email,ServiceDesk-A,APAC,Portal,SAP,2414,2880,0,0,3.8,0
INC25032509554,2025-03-25T09:30,P3,Software,Apps,UK,Portal,M365,2570,2880,0,0,3.6,0
INC25061709555,2025-06-17T05:03,P4,Network,ServiceDesk-B,US,Portal,IAM,5591,5760,0,0,4.7,0
INC25061309556,2025-06-13T16:55,P3,Access,SecurityOps,UK,Portal,SIEM,3637,2880,1,0,3.7,0
INC25062909557,2025-06-29T10:08,P3,Hardware,ServiceDesk-A,UK,Monitoring,WiFi,3333,2880,1,0,3.0,0
INC25060909558,2025-06-09T06:02,P3,Account,Apps,UK,Portal,M365,2516,2880,0,0,4.4,0
INC25042409559,2025-04-24T22:41,P3,Access,ServiceDesk-B,US,Portal,VPN,2889,2880,1,0,3.5,1
INC25042209560,2025-04-22T13:46,P3,Software,Apps,EU,Portal,M365,3209,2880,1,0,4.3,0
INC25022009561,2025-02-20T19:45,P4,Access,FieldSupport,UK,Monitoring,IAM,7989,5760,1,0,4.1,0
INC25053009562,2025-05-30T10:32,P2,Security,SecurityOps,EU,Email,Laptop,1071,960,1,1,3.2,0
INC25050109563,2025-05-01T00:22,P1,Software,ServiceDesk-A,APAC,Email,Laptop,308,240,1,0,3.7,0
INC25061809564,2025-06-18T05:54,P3,Access,ServiceDesk-B,US,Portal,Laptop,2179,2880,0,0,5.0,0
INC25041009565,2025-04-10T10:47,P4,Network,ServiceDesk-A,APAC,Phone,M365,6417,5760,1,0,3.0,0
INC25031309566,2025-03-13T23:30,P1,Software,Apps,EU,Email,SIEM,529,240,1,0,3.3,1
INC25042609567,2025-04-26T02:49,P2,Software,ServiceDesk-A,EU,Phone,SIEM,1065,960,1,0,1.6,0
INC25040809568,2025-04-08T04:32,P4,Email,Networks,UK,Phone,Intranet,3159,5760,0,0,3.6,0
INC25033009569,2025-03-30T22:15,P2,Other,ServiceDesk-B,EU,Monitoring,M365,566,960,0,0,4.8,0
INC25050309570,2025-05-03T06:28,P4,Software,EUCP,UK,Chat,IAM,7635,5760,1,0,3.2,0
INC25052609571,2025-05-26T22:57,P2,Access,Apps,EU,Portal,Laptop,570,960,0,0,3.0,0
INC25031709572,2025-03-17T10:02,P2,Hardware,Networks,UK,Portal,WiFi,610,960,0,0,3.6,0
INC25043009573,2025-04-30T20:53,P1,Hardware,EUCP,US,Email,M365,394,240,1,0,2.3,1
INC25020309574,2025-02-03T12:17,P2,Account,FieldSupport,APAC,Email,SAP,679,960,0,0,2.7,0
INC25012009575,2025-01-20T13:10,P3,Other,EUCP,US,Portal,Laptop,4866,2880,1,0,2.9,0
INC25020309576,2025-02-03T16:53,P3,Hardware,ServiceDesk-B,UK,Phone,Intranet,2455,2880,0,0,3.5,0
INC25020609577,2025-02-06T08:35,P2,Network,Apps,UK,Phone,M365,965,960,1,0,3.5,0
INC25020109578,2025-02-01T03:37,P3,Account,ServiceDesk-A,UK,Phone,VPN,2979,2880,1,0,1.7,0
INC25050509579,2025-05-05T15:05,P3,Network,ServiceDesk-B,UK,Email,WiFi,2552,2880,0,0,3.6,0
INC25041509580,2025-04-15T08:02,P4,Email,Apps,UK,Phone,VPN,9861,5760,1,0,3.4,0
INC25061209581,2025-06-12T01:37,P4,Access,Apps,UK,Portal,M365,4413,5760,0,0,5.0,0
INC25051409582,2025-05-14T13:35,P4,Account,ServiceDesk-A,EU,Email,Laptop,6248,5760,1,0,3.5,0
INC25031009583,2025-03-10T13:17,P3,Software,MajorIncident,UK,Phone,VPN,3177,2880,1,0,4.0,0
INC25021309584,2025-02-13T15:12,P4,Software,ServiceDesk-B,UK,Phone,SAP,7152,5760,1,0,3.9,0
INC25040209585,2025-04-02T08:09,P4,Access,ServiceDesk-A,APAC,Chat,VPN,7733,5760,1,0,3.6,0
INC25020809586,2025-02-08T06:16,P4,Software,Networks,UK,Portal,Printing,9251,5760,1,0,3.0,0
INC25061709587,2025-06-17T06:46,P2,Other,SecurityOps,UK,Phone,Salesforce,1031,960,1,0,2.7,0
INC25052009588,2025-05-20T00:01,P3,Email,ServiceDesk-B,US,Phone,WiFi,2456,2880,0,0,3.7,0
INC25062109589,2025-06-21T21:35,P3,Email,ServiceDesk-B,US,Portal,VPN,3650,2880,1,0,3.4,0
INC25042809590,2025-04-28T00:51,P4,Account,ServiceDesk-A,UK,Portal,Intranet,5832,5760,1,0,3.7,0
INC25031409591,2025-03-14T06:17,P3,Access,FieldSupport,UK,Email,M365,2697,2880,0,0,3.7,0
INC25020309592,2025-02-03T04:45,P3,Access,EUCP,UK,Portal,Intranet,2049,2880,0,0,4.6,0
INC25010109593,2025-01-01T15:56,P2,Hardware,Apps,EU,Monitoring,IAM,767,960,0,0,4.8,0
INC25052309594,2025-05-23T07:05,P3,Software,FieldSupport,EU,Chat,SAP,2810,2880,0,0,3.6,0
INC25021909595,2025-02-19T10:23,P4,Network,Apps,UK,Portal,SIEM,5308,5760,0,0,4.1,0
INC25011209596,2025-01-12T12:42,P4,Access,ServiceDesk-A,EU,Phone,VPN,3933,5760,0,0,4.2,0
INC25020109597,2025-02-01T06:24,P2,Hardware,ServiceDesk-B,UK,Portal,Salesforce,984,960,1,0,3.8,0
INC25060809598,2025-06-08T02:24,P3,Access,ServiceDesk-A,UK,Phone,M365,1156,2880,0,1,5.0,0
INC25030109599,2025-03-01T13:15,P1,Access,ServiceDesk-A,UK,Portal,Laptop,247,240,1,0,4.6,0
INC25040109600,2025-04-01T15:49,P3,Access,ServiceDesk-A,UK,Portal,M365,1802,2880,0,0,4.0,0
INC25050609601,2025-05-06T02:03,P3,Software,ServiceDesk-A,UK,Email,WiFi,2291,2880,0,0,4.7,0
INC25013009602,2025-01-30T04:18,P4,Account,ServiceDesk-B,UK,Portal,VPN,3951,5760,0,0,4.4,0
INC25060309603,2025-06-03T05:57,P1,Hardware,ServiceDesk-B,UK,Monitoring,Laptop,215,240,0,0,4.8,0
INC25010309604,2025-01-03T13:51,P4,Other,Networks,EU,Chat,SAP,5700,5760,0,0,4.8,0
INC25022809605,2025-02-28T13:19,P3,Hardware,Networks,UK,Monitoring,VPN,3570,2880,1,0,3.6,0
